O*NET-SOC_Code,Title,Element_ID,Element_Name,Data_Value
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",1.C.4.a,Self Control,4.61
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",1.C.4.b,Stress Tolerance,4.55
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",1.C.4.c,Adaptability/Flexibility,4.4
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",1.C.5.a,Dependability,4.67
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",1.C.5.b,Attention to Detail,4.72
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",1.C.5.c,Integrity,4.42
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",1.C.6,Independence,2.74
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",1.C.7.a,Innovation,2.5
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",1.C.7.b,Analytical Thinking,4.28
53-2012.00,Commercial Pilots,1.C.1.a,Achievement/Effort,4.07
53-2012.00,Commercial Pilots,1.C.1.b,Persistence,3.9
53-2012.00,Commercial Pilots,1.C.1.c,Initiative,4.23
53-2012.00,Commercial Pilots,1.C.2.b,Leadership,4.06
53-2012.00,Commercial Pilots,1.C.3.a,Cooperation,4.4
53-2012.00,Commercial Pilots,1.C.3.b,Concern for Others,3.91
53-2012.00,Commercial Pilots,1.C.3.c,Social Orientation,3.7
53-2012.00,Commercial Pilots,1.C.4.a,Self Control,4.39
53-2012.00,Commercial Pilots,1.C.4.b,Stress Tolerance,4.36
53-2012.00,Commercial Pilots,1.C.4.c,Adaptability/Flexibility,3.94
53-2012.00,Commercial Pilots,1.C.5.a,Dependability,4.69
53-2012.00,Commercial Pilots,1.C.5.b,Attention to Detail,4.61
53-2012.00,Commercial Pilots,1.C.5.c,Integrity,4.06
53-2012.00,Commercial Pilots,1.C.6,Independence,3.83
53-2012.00,Commercial Pilots,1.C.7.a,Innovation,2.98
53-2012.00,Commercial Pilots,1.C.7.b,Analytical Thinking,4.17
53-2021.00,Air Traffic Controllers,1.C.1.a,Achievement/Effort,4.28
53-2021.00,Air Traffic Controllers,1.C.1.b,Persistence,4.34
53-2021.00,Air Traffic Controllers,1.C.1.c,Initiative,4.11
53-2021.00,Air Traffic Controllers,1.C.2.b,Leadership,3.74
53-2021.00,Air Traffic Controllers,1.C.3.a,Cooperation,4.14
53-2021.00,Air Traffic Controllers,1.C.3.b,Concern for Others,3.63
53-2021.00,Air Traffic Controllers,1.C.3.c,Social Orientation,3.17
53-2021.00,Air Traffic Controllers,1.C.4.a,Self Control,4.27
53-2021.00,Air Traffic Controllers,1.C.4.b,Stress Tolerance,4.65
53-2021.00,Air Traffic Controllers,1.C.4.c,Adaptability/Flexibility,4.39
53-2021.00,Air Traffic Controllers,1.C.5.a,Dependability,4.45
53-2021.00,Air Traffic Controllers,1.C.5.b,Attention to Detail,4.64
53-2021.00,Air Traffic Controllers,1.C.5.c,Integrity,4.11
53-2021.00,Air Traffic Controllers,1.C.6,Independence,3.75
53-2021.00,Air Traffic Controllers,1.C.7.a,Innovation,3.41
53-2021.00,Air Traffic Controllers,1.C.7.b,Analytical Thinking,4.29
53-2022.00,Airfield Operations Specialists,1.C.1.a,Achievement/Effort,3.72
53-2022.00,Airfield Operations Specialists,1.C.1.b,Persistence,3.69
53-2022.00,Airfield Operations Specialists,1.C.1.c,Initiative,3.77
53-2022.00,Airfield Operations Specialists,1.C.2.b,Leadership,3.87
53-2022.00,Airfield Operations Specialists,1.C.3.a,Cooperation,3.97
53-2022.00,Airfield Operations Specialists,1.C.3.b,Concern for Others,3.34
53-2022.00,Airfield Operations Specialists,1.C.3.c,Social Orientation,3.13
53-2022.00,Airfield Operations Specialists,1.C.4.a,Self Control,3.49
53-2022.00,Airfield Operations Specialists,1.C.4.b,Stress Tolerance,4.22
53-2022.00,Airfield Operations Specialists,1.C.4.c,Adaptability/Flexibility,3.97
53-2022.00,Airfield Operations Specialists,1.C.5.a,Dependability,4.47
53-2022.00,Airfield Operations Specialists,1.C.5.b,Attention to Detail,4.36
53-2022.00,Airfield Operations Specialists,1.C.5.c,Integrity,4.37
53-2022.00,Airfield Operations Specialists,1.C.6,Independence,3.87
53-2022.00,Airfield Operations Specialists,1.C.7.a,Innovation,3.08
53-2022.00,Airfield Operations Specialists,1.C.7.b,Analytical Thinking,3.55
53-2031.00,Flight Attendants,1.C.1.a,Achievement/Effort,3.53
53-2031.00,Flight Attendants,1.C.1.b,Persistence,3.61
53-2031.00,Flight Attendants,1.C.1.c,Initiative,3.63
53-2031.00,Flight Attendants,1.C.2.b,Leadership,3.87
53-2031.00,Flight Attendants,1.C.3.a,Cooperation,4.64
53-2031.00,Flight Attendants,1.C.3.b,Concern for Others,4.75
53-2031.00,Flight Attendants,1.C.3.c,Social Orientation,4.62
53-2031.00,Flight Attendants,1.C.4.a,Self Control,4.53
53-2031.00,Flight Attendants,1.C.4.b,Stress Tolerance,4.53
53-2031.00,Flight Attendants,1.C.4.c,Adaptability/Flexibility,4.66
53-2031.00,Flight Attendants,1.C.5.a,Dependability,4.71
53-2031.00,Flight Attendants,1.C.5.b,Attention to Detail,4.25
53-2031.00,Flight Attendants,1.C.5.c,Integrity,4.25
53-2031.00,Flight Attendants,1.C.6,Independence,4.34
53-2031.00,Flight Attendants,1.C.7.a,Innovation,3.25
53-2031.00,Flight Attendants,1.C.7.b,Analytical Thinking,3.56
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.1.a,Achievement/Effort,3.72
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.1.b,Persistence,3.62
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.1.c,Initiative,3.8
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.2.b,Leadership,3.68
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.3.a,Cooperation,4.1
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.3.b,Concern for Others,4.41
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.3.c,Social Orientation,3.62
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.4.a,Self Control,4.34
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.4.b,Stress Tolerance,4.06
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.4.c,Adaptability/Flexibility,3.88
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.5.a,Dependability,4.43
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.5.b,Attention to Detail,4.33
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.5.c,Integrity,4.16
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.6,Independence,3.93
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.7.a,Innovation,3.29
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.C.7.b,Analytical Thinking,3.34
53-3031.00,Driver/Sales Workers,1.C.1.a,Achievement/Effort,3.49
53-3031.00,Driver/Sales Workers,1.C.1.b,Persistence,3.56
53-3031.00,Driver/Sales Workers,1.C.1.c,Initiative,3.62
53-3031.00,Driver/Sales Workers,1.C.2.b,Leadership,2.97
53-3031.00,Driver/Sales Workers,1.C.3.a,Cooperation,4.2
53-3031.00,Driver/Sales Workers,1.C.3.b,Concern for Others,3.76
53-3031.00,Driver/Sales Workers,1.C.3.c,Social Orientation,3.66
53-3031.00,Driver/Sales Workers,1.C.4.a,Self Control,4.07
53-3031.00,Driver/Sales Workers,1.C.4.b,Stress Tolerance,4.16
53-3031.00,Driver/Sales Workers,1.C.4.c,Adaptability/Flexibility,4.03
53-3031.00,Driver/Sales Workers,1.C.5.a,Dependability,4.65
53-3031.00,Driver/Sales Workers,1.C.5.b,Attention to Detail,4.01
53-3031.00,Driver/Sales Workers,1.C.5.c,Integrity,4.27
53-3031.00,Driver/Sales Workers,1.C.6,Independence,4.04
53-3031.00,Driver/Sales Workers,1.C.7.a,Innovation,3.03
53-3031.00,Driver/Sales Workers,1.C.7.b,Analytical Thinking,2.86
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.1.a,Achievement/Effort,3.47
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.1.b,Persistence,3.4
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.1.c,Initiative,3.44
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.2.b,Leadership,2.73
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.3.a,Cooperation,3.73
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.3.b,Concern for Others,3.45
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.3.c,Social Orientation,2.72
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.4.a,Self Control,3.96
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.4.b,Stress Tolerance,3.84
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.4.c,Adaptability/Flexibility,3.66
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.5.a,Dependability,4.17
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.5.b,Attention to Detail,3.92
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.5.c,Integrity,3.88
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.6,Independence,3.65
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.7.a,Innovation,3
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.C.7.b,Analytical Thinking,3.07
53-3033.00,Light Truck Drivers,1.C.1.a,Achievement/Effort,3.25
53-3033.00,Light Truck Drivers,1.C.1.b,Persistence,3.37
53-3033.00,Light Truck Drivers,1.C.1.c,Initiative,3.31
53-3033.00,Light Truck Drivers,1.C.2.b,Leadership,2.51
53-3033.00,Light Truck Drivers,1.C.3.a,Cooperation,4.07
53-3033.00,Light Truck Drivers,1.C.3.b,Concern for Others,3.72
53-3033.00,Light Truck Drivers,1.C.3.c,Social Orientation,3.22
53-3033.00,Light Truck Drivers,1.C.4.a,Self Control,3.85
53-3033.00,Light Truck Drivers,1.C.4.b,Stress Tolerance,3.82
53-3033.00,Light Truck Drivers,1.C.4.c,Adaptability/Flexibility,3.52
53-3033.00,Light Truck Drivers,1.C.5.a,Dependability,4.42
53-3033.00,Light Truck Drivers,1.C.5.b,Attention to Detail,4.06
53-3033.00,Light Truck Drivers,1.C.5.c,Integrity,4.03
53-3033.00,Light Truck Drivers,1.C.6,Independence,3.64
53-3033.00,Light Truck Drivers,1.C.7.a,Innovation,2.74
53-3033.00,Light Truck Drivers,1.C.7.b,Analytical Thinking,2.88
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.1.a,Achievement/Effort,3.65
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.1.b,Persistence,3.47
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.1.c,Initiative,3.37
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.2.b,Leadership,3.71
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.3.a,Cooperation,4.32
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.3.b,Concern for Others,4.23
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.3.c,Social Orientation,3.79
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.4.a,Self Control,4.51
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.4.b,Stress Tolerance,4.08
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.4.c,Adaptability/Flexibility,3.74
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.5.a,Dependability,4.57
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.5.b,Attention to Detail,4.18
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.5.c,Integrity,4.11
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.6,Independence,4.14
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.7.a,Innovation,2.94
53-3052.00,"Bus Drivers, Transit and Intercity",1.C.7.b,Analytical Thinking,3.44
53-4011.00,Locomotive Engineers,1.C.1.a,Achievement/Effort,3.8
53-4011.00,Locomotive Engineers,1.C.1.b,Persistence,3.68
53-4011.00,Locomotive Engineers,1.C.1.c,Initiative,3.87
53-4011.00,Locomotive Engineers,1.C.2.b,Leadership,3.66
53-4011.00,Locomotive Engineers,1.C.3.a,Cooperation,4.04
53-4011.00,Locomotive Engineers,1.C.3.b,Concern for Others,3.88
53-4011.00,Locomotive Engineers,1.C.3.c,Social Orientation,3.19
53-4011.00,Locomotive Engineers,1.C.4.a,Self Control,4.19
53-4011.00,Locomotive Engineers,1.C.4.b,Stress Tolerance,3.95
53-4011.00,Locomotive Engineers,1.C.4.c,Adaptability/Flexibility,3.79
53-4011.00,Locomotive Engineers,1.C.5.a,Dependability,4.28
53-4011.00,Locomotive Engineers,1.C.5.b,Attention to Detail,4.37
53-4011.00,Locomotive Engineers,1.C.5.c,Integrity,4.16
53-4011.00,Locomotive Engineers,1.C.6,Independence,3.71
53-4011.00,Locomotive Engineers,1.C.7.a,Innovation,3.26
53-4011.00,Locomotive Engineers,1.C.7.b,Analytical Thinking,3.74
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.1.a,Achievement/Effort,3.78
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.1.b,Persistence,3.97
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.1.c,Initiative,4.21
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.2.b,Leadership,3.97
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.3.a,Cooperation,4.41
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.3.b,Concern for Others,4.32
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.3.c,Social Orientation,3.87
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.4.a,Self Control,4.32
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.4.b,Stress Tolerance,4.16
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.4.c,Adaptability/Flexibility,4.38
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.5.a,Dependability,4.57
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.5.b,Attention to Detail,4.65
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.5.c,Integrity,4.28
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.6,Independence,4.11
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.7.a,Innovation,3.32
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.C.7.b,Analytical Thinking,3.82
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.1.a,Achievement/Effort,3.37
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.1.b,Persistence,3.54
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.1.c,Initiative,3.67
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.2.b,Leadership,3.52
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.3.a,Cooperation,3.81
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.3.b,Concern for Others,3.46
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.3.c,Social Orientation,2.9
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.4.a,Self Control,4.02
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.4.b,Stress Tolerance,4.09
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.4.c,Adaptability/Flexibility,3.87
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.5.a,Dependability,4.53
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.5.b,Attention to Detail,4.25
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.5.c,Integrity,3.77
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.6,Independence,3.84
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.7.a,Innovation,3.12
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.C.7.b,Analytical Thinking,3.51
53-4031.00,Railroad Conductors and Yardmasters,1.C.1.a,Achievement/Effort,3.1
53-4031.00,Railroad Conductors and Yardmasters,1.C.1.b,Persistence,3.51
53-4031.00,Railroad Conductors and Yardmasters,1.C.1.c,Initiative,3.54
53-4031.00,Railroad Conductors and Yardmasters,1.C.2.b,Leadership,3.47
53-4031.00,Railroad Conductors and Yardmasters,1.C.3.a,Cooperation,3.93
53-4031.00,Railroad Conductors and Yardmasters,1.C.3.b,Concern for Others,3.84
53-4031.00,Railroad Conductors and Yardmasters,1.C.3.c,Social Orientation,3.59
53-4031.00,Railroad Conductors and Yardmasters,1.C.4.a,Self Control,4.09
53-4031.00,Railroad Conductors and Yardmasters,1.C.4.b,Stress Tolerance,3.85
53-4031.00,Railroad Conductors and Yardmasters,1.C.4.c,Adaptability/Flexibility,3.89
53-4031.00,Railroad Conductors and Yardmasters,1.C.5.a,Dependability,4.17
53-4031.00,Railroad Conductors and Yardmasters,1.C.5.b,Attention to Detail,4.14
53-4031.00,Railroad Conductors and Yardmasters,1.C.5.c,Integrity,4.17
53-4031.00,Railroad Conductors and Yardmasters,1.C.6,Independence,3.94
53-4031.00,Railroad Conductors and Yardmasters,1.C.7.a,Innovation,2.78
53-4031.00,Railroad Conductors and Yardmasters,1.C.7.b,Analytical Thinking,3.58
53-4041.00,Subway and Streetcar Operators,1.C.1.a,Achievement/Effort,3.46
53-4041.00,Subway and Streetcar Operators,1.C.1.b,Persistence,3.57
53-4041.00,Subway and Streetcar Operators,1.C.1.c,Initiative,3.45
53-4041.00,Subway and Streetcar Operators,1.C.2.b,Leadership,3.45
53-4041.00,Subway and Streetcar Operators,1.C.3.a,Cooperation,4.07
53-4041.00,Subway and Streetcar Operators,1.C.3.b,Concern for Others,3.77
53-4041.00,Subway and Streetcar Operators,1.C.3.c,Social Orientation,3.23
53-4041.00,Subway and Streetcar Operators,1.C.4.a,Self Control,4.53
53-4041.00,Subway and Streetcar Operators,1.C.4.b,Stress Tolerance,4.59
53-4041.00,Subway and Streetcar Operators,1.C.4.c,Adaptability/Flexibility,4.02
53-4041.00,Subway and Streetcar Operators,1.C.5.a,Dependability,4.67
53-4041.00,Subway and Streetcar Operators,1.C.5.b,Attention to Detail,4.45
53-4041.00,Subway and Streetcar Operators,1.C.5.c,Integrity,4.24
53-4041.00,Subway and Streetcar Operators,1.C.6,Independence,3.99
53-4041.00,Subway and Streetcar Operators,1.C.7.a,Innovation,2.66
53-4041.00,Subway and Streetcar Operators,1.C.7.b,Analytical Thinking,3.17
53-5011.00,Sailors and Marine Oilers,1.C.1.a,Achievement/Effort,3.37
53-5011.00,Sailors and Marine Oilers,1.C.1.b,Persistence,3.61
53-5011.00,Sailors and Marine Oilers,1.C.1.c,Initiative,3.82
53-5011.00,Sailors and Marine Oilers,1.C.2.b,Leadership,3.47
53-5011.00,Sailors and Marine Oilers,1.C.3.a,Cooperation,4.28
53-5011.00,Sailors and Marine Oilers,1.C.3.b,Concern for Others,4.05
53-5011.00,Sailors and Marine Oilers,1.C.3.c,Social Orientation,3.8
53-5011.00,Sailors and Marine Oilers,1.C.4.a,Self Control,3.97
53-5011.00,Sailors and Marine Oilers,1.C.4.b,Stress Tolerance,3.33
53-5011.00,Sailors and Marine Oilers,1.C.4.c,Adaptability/Flexibility,3.53
53-5011.00,Sailors and Marine Oilers,1.C.5.a,Dependability,4.31
53-5011.00,Sailors and Marine Oilers,1.C.5.b,Attention to Detail,3.99
53-5011.00,Sailors and Marine Oilers,1.C.5.c,Integrity,3.55
53-5011.00,Sailors and Marine Oilers,1.C.6,Independence,2.92
53-5011.00,Sailors and Marine Oilers,1.C.7.a,Innovation,2.63
53-5011.00,Sailors and Marine Oilers,1.C.7.b,Analytical Thinking,2.69
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.1.a,Achievement/Effort,3.84
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.1.b,Persistence,4.01
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.1.c,Initiative,4.13
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.2.b,Leadership,4.42
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.3.a,Cooperation,3.9
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.3.b,Concern for Others,3.48
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.3.c,Social Orientation,3.43
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.4.a,Self Control,4.4
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.4.b,Stress Tolerance,4.31
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.4.c,Adaptability/Flexibility,4
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.5.a,Dependability,4.58
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.5.b,Attention to Detail,4.14
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.5.c,Integrity,3.98
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.6,Independence,4.11
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.7.a,Innovation,3.36
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.C.7.b,Analytical Thinking,3.74
53-5022.00,Motorboat Operators,1.C.1.a,Achievement/Effort,3.02
53-5022.00,Motorboat Operators,1.C.1.b,Persistence,3.44
53-5022.00,Motorboat Operators,1.C.1.c,Initiative,3.85
53-5022.00,Motorboat Operators,1.C.2.b,Leadership,3.82
53-5022.00,Motorboat Operators,1.C.3.a,Cooperation,4.17
53-5022.00,Motorboat Operators,1.C.3.b,Concern for Others,4.17
53-5022.00,Motorboat Operators,1.C.3.c,Social Orientation,3.52
53-5022.00,Motorboat Operators,1.C.4.a,Self Control,4.06
53-5022.00,Motorboat Operators,1.C.4.b,Stress Tolerance,4.14
53-5022.00,Motorboat Operators,1.C.4.c,Adaptability/Flexibility,3.76
53-5022.00,Motorboat Operators,1.C.5.a,Dependability,4.24
53-5022.00,Motorboat Operators,1.C.5.b,Attention to Detail,3.93
53-5022.00,Motorboat Operators,1.C.5.c,Integrity,4.15
53-5022.00,Motorboat Operators,1.C.6,Independence,3.98
53-5022.00,Motorboat Operators,1.C.7.a,Innovation,3.93
53-5022.00,Motorboat Operators,1.C.7.b,Analytical Thinking,3.75
53-5031.00,Ship Engineers,1.C.1.a,Achievement/Effort,3.45
53-5031.00,Ship Engineers,1.C.1.b,Persistence,3.72
53-5031.00,Ship Engineers,1.C.1.c,Initiative,3.8
53-5031.00,Ship Engineers,1.C.2.b,Leadership,3.63
53-5031.00,Ship Engineers,1.C.3.a,Cooperation,3.69
53-5031.00,Ship Engineers,1.C.3.b,Concern for Others,3.57
53-5031.00,Ship Engineers,1.C.3.c,Social Orientation,3.13
53-5031.00,Ship Engineers,1.C.4.a,Self Control,3.83
53-5031.00,Ship Engineers,1.C.4.b,Stress Tolerance,3.72
53-5031.00,Ship Engineers,1.C.4.c,Adaptability/Flexibility,3.7
53-5031.00,Ship Engineers,1.C.5.a,Dependability,4.46
53-5031.00,Ship Engineers,1.C.5.b,Attention to Detail,4.18
53-5031.00,Ship Engineers,1.C.5.c,Integrity,4.07
53-5031.00,Ship Engineers,1.C.6,Independence,4.14
53-5031.00,Ship Engineers,1.C.7.a,Innovation,3.58
53-5031.00,Ship Engineers,1.C.7.b,Analytical Thinking,4.22
53-6011.00,Bridge and Lock Tenders,1.C.1.a,Achievement/Effort,3.1
53-6011.00,Bridge and Lock Tenders,1.C.1.b,Persistence,3.1
53-6011.00,Bridge and Lock Tenders,1.C.1.c,Initiative,3.35
53-6011.00,Bridge and Lock Tenders,1.C.2.b,Leadership,3.05
53-6011.00,Bridge and Lock Tenders,1.C.3.a,Cooperation,4
53-6011.00,Bridge and Lock Tenders,1.C.3.b,Concern for Others,3.8
53-6011.00,Bridge and Lock Tenders,1.C.3.c,Social Orientation,2.6
53-6011.00,Bridge and Lock Tenders,1.C.4.a,Self Control,4.15
53-6011.00,Bridge and Lock Tenders,1.C.4.b,Stress Tolerance,3.7
53-6011.00,Bridge and Lock Tenders,1.C.4.c,Adaptability/Flexibility,3.1
53-6011.00,Bridge and Lock Tenders,1.C.5.a,Dependability,4.9
53-6011.00,Bridge and Lock Tenders,1.C.5.b,Attention to Detail,4.15
53-6011.00,Bridge and Lock Tenders,1.C.5.c,Integrity,4.05
53-6011.00,Bridge and Lock Tenders,1.C.6,Independence,3.7
53-6011.00,Bridge and Lock Tenders,1.C.7.a,Innovation,2.3
53-6011.00,Bridge and Lock Tenders,1.C.7.b,Analytical Thinking,2.9
53-6021.00,Parking Attendants,1.C.1.a,Achievement/Effort,2.75
53-6021.00,Parking Attendants,1.C.1.b,Persistence,2.86
53-6021.00,Parking Attendants,1.C.1.c,Initiative,2.74
53-6021.00,Parking Attendants,1.C.2.b,Leadership,2.26
53-6021.00,Parking Attendants,1.C.3.a,Cooperation,3.39
53-6021.00,Parking Attendants,1.C.3.b,Concern for Others,3.4
53-6021.00,Parking Attendants,1.C.3.c,Social Orientation,3.22
53-6021.00,Parking Attendants,1.C.4.a,Self Control,4.05
53-6021.00,Parking Attendants,1.C.4.b,Stress Tolerance,3.82
53-6021.00,Parking Attendants,1.C.4.c,Adaptability/Flexibility,3.61
53-6021.00,Parking Attendants,1.C.5.a,Dependability,3.98
53-6021.00,Parking Attendants,1.C.5.b,Attention to Detail,3.46
53-6021.00,Parking Attendants,1.C.5.c,Integrity,4.28
53-6021.00,Parking Attendants,1.C.6,Independence,3.66
53-6021.00,Parking Attendants,1.C.7.a,Innovation,2.35
53-6021.00,Parking Attendants,1.C.7.b,Analytical Thinking,2.4
53-6031.00,Automotive and Watercraft Service Attendants,1.C.1.a,Achievement/Effort,3.58
53-6031.00,Automotive and Watercraft Service Attendants,1.C.1.b,Persistence,3.63
53-6031.00,Automotive and Watercraft Service Attendants,1.C.1.c,Initiative,4.01
53-6031.00,Automotive and Watercraft Service Attendants,1.C.2.b,Leadership,3.68
53-6031.00,Automotive and Watercraft Service Attendants,1.C.3.a,Cooperation,4.04
53-6031.00,Automotive and Watercraft Service Attendants,1.C.3.b,Concern for Others,3.68
53-6031.00,Automotive and Watercraft Service Attendants,1.C.3.c,Social Orientation,3.57
53-6031.00,Automotive and Watercraft Service Attendants,1.C.4.a,Self Control,4.33
53-6031.00,Automotive and Watercraft Service Attendants,1.C.4.b,Stress Tolerance,3.97
53-6031.00,Automotive and Watercraft Service Attendants,1.C.4.c,Adaptability/Flexibility,3.83
53-6031.00,Automotive and Watercraft Service Attendants,1.C.5.a,Dependability,4.27
53-6031.00,Automotive and Watercraft Service Attendants,1.C.5.b,Attention to Detail,4.68
53-6031.00,Automotive and Watercraft Service Attendants,1.C.5.c,Integrity,4.19
