SOC,Title,Element_ID,Element_Name,Category,Description,Data_Value
17-1011.00,"Architects, Except Landscape and Naval",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",23.81
17-1012.00,"Landscape Architects",2.D.1,"Required Level of Education",6,"Bachelor's Degree",67.86
17-1012.00,"Landscape Architects",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",3.57
17-1012.00,"Landscape Architects",2.D.1,"Required Level of Education",8,"Master's Degree",17.86
17-1012.00,"Landscape Architects",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",10.71
17-1021.00,"Cartographers and Photogrammetrists",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",35.73
17-1021.00,"Cartographers and Photogrammetrists",2.D.1,"Required Level of Education",4,"Some College Courses",10.63
17-1021.00,"Cartographers and Photogrammetrists",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",11.15
17-1021.00,"Cartographers and Photogrammetrists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",30.02
17-1021.00,"Cartographers and Photogrammetrists",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",1.48
17-1021.00,"Cartographers and Photogrammetrists",2.D.1,"Required Level of Education",8,"Master's Degree",10.99
17-1022.00,Surveyors,2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",16.13
17-1022.00,Surveyors,2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",3.23
17-1022.00,Surveyors,2.D.1,"Required Level of Education",4,"Some College Courses",6.45
17-1022.00,Surveyors,2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",32.26
17-1022.00,Surveyors,2.D.1,"Required Level of Education",6,"Bachelor's Degree",41.94
17-1022.01,"Geodetic Surveyors",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",15
17-1022.01,"Geodetic Surveyors",2.D.1,"Required Level of Education",4,"Some College Courses",5
17-1022.01,"Geodetic Surveyors",2.D.1,"Required Level of Education",6,"Bachelor's Degree",50
17-1022.01,"Geodetic Surveyors",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",5
17-1022.01,"Geodetic Surveyors",2.D.1,"Required Level of Education",8,"Master's Degree",25
17-2011.00,"Aerospace Engineers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",7.61
17-2011.00,"Aerospace Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",59.05
17-2011.00,"Aerospace Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",33.34
17-2021.00,"Agricultural Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",69.23
17-2021.00,"Agricultural Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",11.54
17-2021.00,"Agricultural Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",11.54
17-2021.00,"Agricultural Engineers",2.D.1,"Required Level of Education",11,"Doctoral Degree",7.69
17-2031.00,"Bioengineers and Biomedical Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",53.33
17-2031.00,"Bioengineers and Biomedical Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",3.33
17-2031.00,"Bioengineers and Biomedical Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",30
17-2031.00,"Bioengineers and Biomedical Engineers",2.D.1,"Required Level of Education",11,"Doctoral Degree",6.67
17-2031.00,"Bioengineers and Biomedical Engineers",2.D.1,"Required Level of Education",12,"Post-Doctoral Training",6.67
17-2041.00,"Chemical Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",81.82
17-2041.00,"Chemical Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",9.09
17-2041.00,"Chemical Engineers",2.D.1,"Required Level of Education",11,"Doctoral Degree",9.09
17-2051.00,"Civil Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",85.71
17-2051.00,"Civil Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.76
17-2051.00,"Civil Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",9.52
17-2051.01,"Transportation Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",90.91
17-2051.01,"Transportation Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",9.09
17-2051.02,"Water/Wastewater Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",69.57
17-2051.02,"Water/Wastewater Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",26.09
17-2051.02,"Water/Wastewater Engineers",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",4.35
17-2061.00,"Computer Hardware Engineers",2.D.1,"Required Level of Education",4,"Some College Courses",6.9
17-2061.00,"Computer Hardware Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",48.28
17-2061.00,"Computer Hardware Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",34.48
17-2061.00,"Computer Hardware Engineers",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",3.45
17-2061.00,"Computer Hardware Engineers",2.D.1,"Required Level of Education",11,"Doctoral Degree",6.9
17-2071.00,"Electrical Engineers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",2.58
17-2071.00,"Electrical Engineers",2.D.1,"Required Level of Education",4,"Some College Courses",0.44
17-2071.00,"Electrical Engineers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",1.83
17-2071.00,"Electrical Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",70.15
17-2071.00,"Electrical Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",1.25
17-2071.00,"Electrical Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",23.33
17-2071.00,"Electrical Engineers",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.44
17-2072.00,"Electronics Engineers, Except Computer",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",17.2
17-2072.00,"Electronics Engineers, Except Computer",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",14.8
17-2072.00,"Electronics Engineers, Except Computer",2.D.1,"Required Level of Education",6,"Bachelor's Degree",57.21
17-2072.00,"Electronics Engineers, Except Computer",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",0.47
17-2072.00,"Electronics Engineers, Except Computer",2.D.1,"Required Level of Education",8,"Master's Degree",1.48
17-2072.00,"Electronics Engineers, Except Computer",2.D.1,"Required Level of Education",11,"Doctoral Degree",8.84
17-2072.01,"Radio Frequency Identification Device Specialists",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",5.58
17-2072.01,"Radio Frequency Identification Device Specialists",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",10.14
17-2072.01,"Radio Frequency Identification Device Specialists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",74.83
17-2072.01,"Radio Frequency Identification Device Specialists",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",1.79
17-2072.01,"Radio Frequency Identification Device Specialists",2.D.1,"Required Level of Education",8,"Master's Degree",7.66
17-2081.00,"Environmental Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",63.64
17-2081.00,"Environmental Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",9.09
17-2081.00,"Environmental Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",27.27
17-2111.02,"Fire-Prevention and Protection Engineers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",5
17-2111.02,"Fire-Prevention and Protection Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",85
17-2111.02,"Fire-Prevention and Protection Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",5
17-2111.02,"Fire-Prevention and Protection Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",5
17-2112.00,"Industrial Engineers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",7.54
17-2112.00,"Industrial Engineers",2.D.1,"Required Level of Education",4,"Some College Courses",15.81
17-2112.00,"Industrial Engineers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",2.58
17-2112.00,"Industrial Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",58.62
17-2112.00,"Industrial Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.36
17-2112.00,"Industrial Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",11.09
17-2112.01,"Human Factors Engineers and Ergonomists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",9.52
17-2112.01,"Human Factors Engineers and Ergonomists",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",14.29
17-2112.01,"Human Factors Engineers and Ergonomists",2.D.1,"Required Level of Education",8,"Master's Degree",47.62
17-2112.01,"Human Factors Engineers and Ergonomists",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",9.52
17-2112.01,"Human Factors Engineers and Ergonomists",2.D.1,"Required Level of Education",11,"Doctoral Degree",19.05
17-2112.02,"Validation Engineers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",5
17-2112.02,"Validation Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",90
17-2112.02,"Validation Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",5
17-2112.03,"Manufacturing Engineers",2.D.1,"Required Level of Education",4,"Some College Courses",4
17-2112.03,"Manufacturing Engineers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",16
17-2112.03,"Manufacturing Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",76
17-2112.03,"Manufacturing Engineers",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",4
17-2131.00,"Materials Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",47.62
17-2131.00,"Materials Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.76
17-2131.00,"Materials Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",9.52
17-2131.00,"Materials Engineers",2.D.1,"Required Level of Education",11,"Doctoral Degree",33.33
17-2131.00,"Materials Engineers",2.D.1,"Required Level of Education",12,"Post-Doctoral Training",4.76
17-2141.00,"Mechanical Engineers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",0.38
17-2141.00,"Mechanical Engineers",2.D.1,"Required Level of Education",4,"Some College Courses",4.77
17-2141.00,"Mechanical Engineers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",6.9
17-2141.00,"Mechanical Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",82.92
17-2141.00,"Mechanical Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.67
17-2141.00,"Mechanical Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",0.37
17-2141.01,"Fuel Cell Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",37.5
17-2141.01,"Fuel Cell Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",33.33
17-2141.01,"Fuel Cell Engineers",2.D.1,"Required Level of Education",11,"Doctoral Degree",25
17-2141.01,"Fuel Cell Engineers",2.D.1,"Required Level of Education",12,"Post-Doctoral Training",4.17
17-2141.02,"Automotive Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",95.65
17-2141.02,"Automotive Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",4.35
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",2.D.1,"Required Level of Education",4,"Some College Courses",0.64
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",0.64
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",79.05
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",16.69
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",2.98
17-2161.00,"Nuclear Engineers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",3.7
17-2161.00,"Nuclear Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",85.19
17-2161.00,"Nuclear Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",3.7
17-2161.00,"Nuclear Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",7.41
17-2171.00,"Petroleum Engineers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",7.55
17-2171.00,"Petroleum Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",71.61
17-2171.00,"Petroleum Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",5.41
17-2171.00,"Petroleum Engineers",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",15.43
17-2199.03,"Energy Engineers, Except Wind and Solar",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",9.09
17-2199.03,"Energy Engineers, Except Wind and Solar",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",4.55
17-2199.03,"Energy Engineers, Except Wind and Solar",2.D.1,"Required Level of Education",6,"Bachelor's Degree",50
17-2199.03,"Energy Engineers, Except Wind and Solar",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",13.64
17-2199.03,"Energy Engineers, Except Wind and Solar",2.D.1,"Required Level of Education",8,"Master's Degree",13.64
17-2199.03,"Energy Engineers, Except Wind and Solar",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",4.55
17-2199.03,"Energy Engineers, Except Wind and Solar",2.D.1,"Required Level of Education",11,"Doctoral Degree",4.55
17-2199.05,"Mechatronics Engineers",2.D.1,"Required Level of Education",4,"Some College Courses",7.15
17-2199.05,"Mechatronics Engineers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",0.85
17-2199.05,"Mechatronics Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",89.33
17-2199.05,"Mechatronics Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",0.23
17-2199.05,"Mechatronics Engineers",2.D.1,"Required Level of Education",11,"Doctoral Degree",2.43
17-2199.06,"Microsystems Engineers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",0.3
17-2199.06,"Microsystems Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",30.61
17-2199.06,"Microsystems Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",13.11
17-2199.06,"Microsystems Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",34.17
17-2199.06,"Microsystems Engineers",2.D.1,"Required Level of Education",11,"Doctoral Degree",21.81
17-2199.07,"Photonics Engineers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",4.76
17-2199.07,"Photonics Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",52.38
17-2199.07,"Photonics Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",38.1
17-2199.07,"Photonics Engineers",2.D.1,"Required Level of Education",11,"Doctoral Degree",4.76
17-2199.08,"Robotics Engineers",2.D.1,"Required Level of Education",4,"Some College Courses",3.33
17-2199.08,"Robotics Engineers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",16.67
17-2199.08,"Robotics Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",50
17-2199.08,"Robotics Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",6.67
17-2199.08,"Robotics Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",16.67
17-2199.08,"Robotics Engineers",2.D.1,"Required Level of Education",11,"Doctoral Degree",6.67
17-2199.09,"Nanosystems Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",8.33
17-2199.09,"Nanosystems Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.17
17-2199.09,"Nanosystems Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",37.5
17-2199.09,"Nanosystems Engineers",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",8.33
17-2199.09,"Nanosystems Engineers",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",4.17
17-2199.09,"Nanosystems Engineers",2.D.1,"Required Level of Education",11,"Doctoral Degree",29.17
17-2199.09,"Nanosystems Engineers",2.D.1,"Required Level of Education",12,"Post-Doctoral Training",8.33
17-2199.10,"Wind Energy Engineers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",1.59
17-2199.10,"Wind Energy Engineers",2.D.1,"Required Level of Education",4,"Some College Courses",3.94
17-2199.10,"Wind Energy Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",69.64
17-2199.10,"Wind Energy Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",5.67
17-2199.10,"Wind Energy Engineers",2.D.1,"Required Level of Education",8,"Master's Degree",13.92
17-2199.10,"Wind Energy Engineers",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",2.86
17-2199.10,"Wind Energy Engineers",2.D.1,"Required Level of Education",11,"Doctoral Degree",2.39
17-2199.11,"Solar Energy Systems Engineers",2.D.1,"Required Level of Education",1,"Less than a High School Diploma",4.55
17-2199.11,"Solar Energy Systems Engineers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",4.55
17-2199.11,"Solar Energy Systems Engineers",2.D.1,"Required Level of Education",4,"Some College Courses",4.55
17-2199.11,"Solar Energy Systems Engineers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",4.55
17-2199.11,"Solar Energy Systems Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",72.73
17-2199.11,"Solar Energy Systems Engineers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",9.09
17-3013.00,"Mechanical Drafters",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",7.98
17-3013.00,"Mechanical Drafters",2.D.1,"Required Level of Education",4,"Some College Courses",7.45
17-3013.00,"Mechanical Drafters",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",61.28
17-3013.00,"Mechanical Drafters",2.D.1,"Required Level of Education",6,"Bachelor's Degree",20.25
17-3013.00,"Mechanical Drafters",2.D.1,"Required Level of Education",8,"Master's Degree",2.8
17-3013.00,"Mechanical Drafters",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.13
17-3013.00,"Mechanical Drafters",2.D.1,"Required Level of Education",12,"Post-Doctoral Training",0.13
17-3021.00,"Aerospace Engineering and Operations Technologists and Technicians",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",19.69
17-3021.00,"Aerospace Engineering and Operations Technologists and Technicians",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",39.23
17-3021.00,"Aerospace Engineering and Operations Technologists and Technicians",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",33.16
17-3021.00,"Aerospace Engineering and Operations Technologists and Technicians",2.D.1,"Required Level of Education",6,"Bachelor's Degree",7.92
17-3022.00,"Civil Engineering Technologists and Technicians",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",2.65
17-3022.00,"Civil Engineering Technologists and Technicians",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",29.77
17-3022.00,"Civil Engineering Technologists and Technicians",2.D.1,"Required Level of Education",4,"Some College Courses",28.09
17-3022.00,"Civil Engineering Technologists and Technicians",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",21.15
17-3022.00,"Civil Engineering Technologists and Technicians",2.D.1,"Required Level of Education",6,"Bachelor's Degree",18.34
17-3024.00,"Electro-Mechanical and Mechatronics Technologists and Technicians",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",12.65
17-3024.00,"Electro-Mechanical and Mechatronics Technologists and Technicians",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",29.67
17-3024.00,"Electro-Mechanical and Mechatronics Technologists and Technicians",2.D.1,"Required Level of Education",4,"Some College Courses",13.42
17-3024.00,"Electro-Mechanical and Mechatronics Technologists and Technicians",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",41.04
17-3024.00,"Electro-Mechanical and Mechatronics Technologists and Technicians",2.D.1,"Required Level of Education",6,"Bachelor's Degree",3.22
17-3024.01,"Robotics Technicians",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",9.09
17-3024.01,"Robotics Technicians",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",22.73
17-3024.01,"Robotics Technicians",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",45.45
17-3024.01,"Robotics Technicians",2.D.1,"Required Level of Education",6,"Bachelor's Degree",18.18
17-3024.01,"Robotics Technicians",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.55
17-3025.00,"Environmental Engineering Technologists and Technicians",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",10.79
17-3025.00,"Environmental Engineering Technologists and Technicians",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",8.19
